,mmsi,FID,source_id,imo,vessel_name,callsign,vessel_type,vessel_type_code,vessel_type_cargo,vessel_class,length,width,flag_country,flag_code,destination,eta,draught,position,longitude,latitude,sog,cog,rot,heading,nav_status,nav_status_code,source,ts_pos_utc,ts_static_utc,dt_pos_utc,dt_static_utc,vessel_type_main,vessel_type_sub,message_type,eeid,dtg,geometry,index_right,PORT_NAME,COUNTRY,enter_time,exit_time,port_status,duration,next_port
0,209017000,9b76eb539b0206dbd46cbd642ff9b3b7,114,9416719.0,UBC TARRAGONA,5BWR2,Cargo,70,,A,182,28,Cyprus,209.0,JPONA,10140700,10.9,POINT (140.88803166666668 36.93505833333333),140.888,36.9351,0.0,111.0,-1.116,325,Moored,5,T-AIS,20211019000250,20211019000250,2021-10-19 00:02:50,2021-10-19 00:02:50,Bulk Carrier,,3,,2021-10-19T00:02:50,POINT (140.888 36.9351),67.0,ONAHAMA,JP,2021-10-19 00:02:50,Docked,,Docked,None
0,229711000,54ea4fe26a8e5aed64626cc1021134b8,114,9702443.0,THERMOPYLAE,9HA3539,Cargo,70,,A,200,37,Malta,229.0,JPYOKDE,10182300,8.5,POINT (139.75390833333333 35.36713833333334),139.7539,35.3671,11.5,20.7,1.116,21,Under Way Using Engine,0,T-AIS,20211019000011,20211019000011,2021-10-19 00:00:11,2021-10-19 00:00:11,Ro Ro Cargo Ship,Vehicles Carrier,3,,2021-10-19T00:00:11,POINT (139.7539 35.3671),72.0,KAWASAKI,JP,2021-10-19 00:00:11,Docked,,Docked,None
1,229711000,413998cbc5acf00ee1da4951c2c7a65e,114,9702443.0,THERMOPYLAE,9HA3539,Cargo,70,,A,200,37,Malta,229.0,JPYOKDE,10182300,8.5,POINT (139.76159333333334 35.38368166666667),139.7616,35.3837,11.6,21.4,0.7142,21,Under Way Using Engine,0,T-AIS,20211019000540,20211019000540,2021-10-19 00:05:40,2021-10-19 00:05:40,Ro Ro Cargo Ship,Vehicles Carrier,1,,2021-10-19T00:05:40,POINT (139.7616 35.3837),72.0,KAWASAKI,JP,2021-10-19 00:05:40,Docked,In,Docked,None
0,232024260,f0e48ac31f4e76585e1025cb8284d934,114,9855226.0,BERGE BOBOTOV,MGAZ4,Cargo,70,,A,300,49,UK,232.0,JP FKY,10110700,16.0,POINT (133.445705 34.449805),133.4457,34.4498,0.0,147.0,0.0,1,Moored,5,T-AIS,20211019000210,20211019000210,2021-10-19 00:02:10,2021-10-19 00:02:10,,,3,,2021-10-19T00:02:10,POINT (133.4457 34.4498),102.0,FUKUYAMA,JP,2021-10-19 00:02:10,Docked,,Docked,None
0,255805779,73011a92b439339927d32c30954c13b4,114,9295945.0,ALLEGORIA,CQDC,Cargo,71,"Carrying DG,HS or MP,IMO hazard or Pollutant Category X",A,276,40,Madeira,255.0,JP TYO 0,10182130,10.3,POINT (139.76378333333332 35.610373333333335),139.7638,35.6104,0.0,319.3,0.0,345,Under Way Using Engine,0,T-AIS,20211019000022,20211019000022,2021-10-19 00:00:22,2021-10-19 00:00:22,Container Ship,,1,,2021-10-19T00:00:22,POINT (139.7638 35.6104),112.0,TOKYO,JP,2021-10-19 00:00:22,Docked,,Docked,None
0,255806101,60d915c8ca6a0b266f14210afa65ad1f,114,9362712.0,SEVILLIA,CQIY3,Cargo,70,,A,180,27,Madeira,255.0,JP YOK HM,10190900,8.9,POINT (139.80143 35.58743333333334),139.8014,35.5874,0.0,186.0,0.0,303,Moored,5,T-AIS,20211019000012,20211019000012,2021-10-19 00:00:12,2021-10-19 00:00:12,,,3,,2021-10-19T00:00:12,POINT (139.8014 35.5874),112.0,TOKYO,JP,2021-10-19 00:00:12,Docked,,Docked,None
0,256892000,9c4ab31aa17261ab98253b1274b4b0df,114,9691046.0,LA PARTENAIS,9HA4029,Cargo,70,,A,180,30,Malta,256.0,JP ONA,10131500,7.7,POINT (140.88254833333335 36.92952666666667),140.8825,36.9295,0.0,51.8,0.0,324,Moored,5,T-AIS,20211019000232,20211019000232,2021-10-19 00:02:32,2021-10-19 00:02:32,Bulk Carrier,,3,,2021-10-19T00:02:32,POINT (140.8825 36.9295),67.0,ONAHAMA,JP,2021-10-19 00:02:32,Docked,,Docked,None
0,273213570,2805dce453eea9e0a30634a1e1ae189b,153,8864361.0,GERDA,UBSU6,Fishing,30,,A,40,6,Russian Federation,273.0,YUZHNO - KURILSK RUS,2271430,4.3,POINT (145.85166666666666 44.02),145.8517,44.02,0.0,102.0,0.0,0,Under Way Using Engine,0,S-AIS,20211019000107,20211019000107,2021-10-19 00:01:07,2021-10-19 00:01:07,,,27,,2021-10-19T00:01:07,POINT (145.8517 44.02),357.0,YUZHNO-KURILSK,JP,2021-10-19 00:01:07,Docked,,Docked,None
0,273218880,c2c9e3ff1b46a03544fb5895c30f5a83,153,2635043.0,POISKOVIK,UBZU8,Fishing,30,,A,33,6,Russian Federation,273.0,OXOTSKOE,8282100,4.0,POINT (146.82333333333332 43.87166666666667),146.8233,43.8717,0.0,0.0,0.0,0,Under Way Using Engine,0,S-AIS,20211019000325,20211019000325,2021-10-19 00:03:25,2021-10-19 00:03:25,,,27,,2021-10-19T00:03:25,POINT (146.8233 43.8717),326.0,SHAKOTAN,RU,2021-10-19 00:03:25,Docked,,Docked,None
0,273219880,bc75eaea5825473deaa9b9e617dc7929,153,8713184.0,OSTROVNOY-10,UBZU9,Fishing,30,,A,46,8,Russian Federation,273.0,NOT,4251600,1.5,POINT (146.825 43.87),146.825,43.87,0.0,131.0,0.0,0,Moored,5,S-AIS,20211019000335,20211019000335,2021-10-19 00:03:35,2021-10-19 00:03:35,,,27,,2021-10-19T00:03:35,POINT (146.825 43.87),326.0,SHAKOTAN,RU,2021-10-19 00:03:35,Docked,,Docked,None
0,273293620,0ed9dd17b81ed39e400799773f492b17,153,,LARGA,UBQV2,Fishing,30,,A,33,6,Russian Federation,273.0,RU KOR,12041000,4.0,POINT (142.76833333333335 46.623333333333335),142.7683,46.6233,0.0,0.0,0.0,0,Moored,5,S-AIS,20211019000209,20211019000209,2021-10-19 00:02:09,2021-10-19 00:02:09,,,27,,2021-10-19T00:02:09,POINT (142.7683 46.6233),269.0,KORSAKOV,RU,2021-10-19 00:02:09,Docked,,Docked,None
0,273295160,1e47954e71fe52162d9af2a7e101f553,10,8809268.0,OSTROVNOY-11,UBGW5,Fishing,30,,A,58,9,Russian Federation,273.0,MALOKURILSK,9191500,3.5,POINT (146.82447666666667 43.87248),146.8245,43.8725,0.0,141.9,0.0,25,Under Way Using Engine,0,S-AIS,20211019005839,20211019005839,2021-10-19 00:58:39,2021-10-19 00:58:39,,,1,,2021-10-19T00:58:39,POINT (146.8245 43.8725),326.0,SHAKOTAN,RU,2021-10-19 00:58:39,Docked,,Docked,None
0,273311430,e5595c44ade8fe13332297f0479fe010,153,,SNUG HARBOR,UIIM,Fishing,30,,A,22,7,Russian Federation,273.0,KORSAKOV,10202200,2.0,POINT (142.76666666666668 46.62166666666667),142.7667,46.6217,0.0,0.0,0.0,0,Moored,5,S-AIS,20211019000219,20211019000219,2021-10-19 00:02:19,2021-10-19 00:02:19,,,27,,2021-10-19T00:02:19,POINT (142.7667 46.6217),269.0,KORSAKOV,RU,2021-10-19 00:02:19,Docked,,Docked,None
0,273339430,e7cdc3edc85c4e06ae70737a3d4e44f7,153,9084140.0,ANTUR,UBXF2,Cargo,70,,A,55,11,Russian Federation,273.0,TARANAI,10161630,3.0,POINT (142.76554166666668 46.62201666666667),142.7655,46.622,0.1,336.4,0.0,164,Under Way Using Engine,0,S-AIS,20211019001855,20211019001855,2021-10-19 00:18:55,2021-10-19 00:18:55,General Cargo Ship,,3,,2021-10-19T00:18:55,POINT (142.7655 46.622),269.0,KORSAKOV,RU,2021-10-19 00:18:55,Docked,,Docked,None
0,273347430,d8d2c333894615a0889abf314d00f1d5,153,9118355.0,ZEYA,UHMI,Cargo,79,No Additional Information,A,98,17,Russian Federation,273.0,RU KOR,10131400,5.8,POINT (142.75833333333333 46.62),142.7583,46.62,0.0,332.0,0.0,0,Moored,5,S-AIS,20211019000313,20211019000313,2021-10-19 00:03:13,2021-10-19 00:03:13,Container Ship,,27,,2021-10-19T00:03:13,POINT (142.7583 46.62),269.0,KORSAKOV,RU,2021-10-19 00:03:13,Docked,,Docked,None
0,273354530,f4093e80999ba80a7d57cefdf77c4421,153,8324165.0,MERTSANA,UBNH4,Fishing,30,,A,38,7,Russian Federation,273.0,YKRUS,11280600,4.7,POINT (146.74666666666667 43.82666666666667),146.7467,43.8267,0.0,0.0,0.0,0,Engaged In Fishing,7,S-AIS,20211019000124,20211019000124,2021-10-19 00:01:24,2021-10-19 00:01:24,,,27,,2021-10-19T00:01:24,POINT (146.7467 43.8267),355.0,KRABOZAVODSHOYE,JP,2021-10-19 00:01:24,Docked,,Docked,None
0,273356010,75cb12745abeb25cb56831b73bc39329,153,7723027.0,SIVUCH,UBMG8,Cargo,70,,A,68,11,Russian Federation,273.0,VLADIVOSTOK,10040700,3.9,POINT (141.85333333333332 46.678333333333335),141.8533,46.6783,0.0,0.0,0.0,0,Moored,5,S-AIS,20211019000405,20211019000405,2021-10-19 00:04:05,2021-10-19 00:04:05,,,27,,2021-10-19T00:04:05,POINT (141.8533 46.6783),311.0,NEVELSK,RU,2021-10-19 00:04:05,Docked,,Docked,None
0,273357920,40a1f0d03114dc86d04a95575e8e8419,10,8913045.0,ULISS,UBIH2,Cargo,70,,A,104,16,Russian Federation,273.0,RU_KOR,10191000,6.4,POINT (142.73217833333334 46.63118166666667),142.7322,46.6312,0.3,345.2,0.0,140,At Anchor,1,S-AIS,20211019005443,20211019005443,2021-10-19 00:54:43,2021-10-19 00:54:43,General Cargo Ship,,3,,2021-10-19T00:54:43,POINT (142.7322 46.6312),269.0,KORSAKOV,RU,2021-10-19 00:54:43,Docked,,Docked,None
0,273359190,246cb52ce483d08acad7815b656e9e1c,153,9190274.0,SHANTAR,UBNJ7,Cargo,79,No Additional Information,A,134,16,Russian Federation,273.0,RU KOR,10062200,7.1,POINT (142.75666666666666 46.62),142.7567,46.62,0.0,0.0,0.0,0,Moored,5,S-AIS,20211019000223,20211019000223,2021-10-19 00:02:23,2021-10-19 00:02:23,General Cargo Ship,,27,,2021-10-19T00:02:23,POINT (142.7567 46.62),269.0,KORSAKOV,RU,2021-10-19 00:02:23,Docked,,Docked,None
0,273385950,12ac0c5c6b26d1259f8e750c214b2d25,153,,DAITOKU MARU,UBQO5,Fishing,30,,A,34,6,Russian Federation,273.0,HANASAKI,4082130,2.8,POINT (145.57833333333335 43.285),145.5783,43.285,0.0,0.0,0.0,0,Under Way Using Engine,0,S-AIS,20211019000147,20211019000147,2021-10-19 00:01:47,2021-10-19 00:01:47,,,27,,2021-10-19T00:01:47,POINT (145.5783 43.285),133.0,HANASAKI,JP,2021-10-19 00:01:47,Docked,,Docked,None
0,273398080,2f481fe842fe62562936843a1212d5c7,153,,DRAKON,UBXO7,Fishing,30,,A,18,8,Russian Federation,273.0,,5010000,0.1,POINT (142.76666666666668 46.62),142.7667,46.62,0.0,0.0,0.0,0,Under Way Using Engine,0,S-AIS,20211019001623,20211019001623,2021-10-19 00:16:23,2021-10-19 00:16:23,,,27,,2021-10-19T00:16:23,POINT (142.7667 46.62),269.0,KORSAKOV,RU,2021-10-19 00:16:23,Docked,,Docked,None
0,273398990,aed04021b64d21bbeb8604e3b478be67,114,9014793.0,FRIO SAPFIR,UBFP5,Cargo,70,,A,126,19,Russian Federation,273.0,"HAKATA, JAPAN",10111100,7.9,POINT (130.39706666666666 33.60925),130.3971,33.6093,0.0,34.8,0.0,309,Moored,5,T-AIS,20211019000146,20211019000146,2021-10-19 00:01:46,2021-10-19 00:01:46,General Cargo Ship,Refrigerated Cargo Ship,3,,2021-10-19T00:01:46,POINT (130.3971 33.6093),24.0,HAKATA,JP,2021-10-19 00:01:46,Docked,,Docked,None
0,273413770,cd3b48d42a335f9f56db2c3294262664,153,2638887.0,OKEAN-2,UBVQ6,Fishing,30,,A,33,7,Russian Federation,273.0,PRAVDA,5142000,3.5,POINT (141.85333333333332 46.68),141.8533,46.68,0.0,156.0,0.0,0,Engaged In Fishing,7,S-AIS,20211019000157,20211019000157,2021-10-19 00:01:57,2021-10-19 00:01:57,,,27,,2021-10-19T00:01:57,POINT (141.8533 46.68),311.0,NEVELSK,RU,2021-10-19 00:01:57,Docked,,Docked,None
0,273432000,a6e21f166d195bf72c34ddffc9e782ab,153,,UNAVAILABLE,,Cargo,79,No Additional Information,A,35,8,Russian Federation,273.0,,2460,0.0,POINT (141.85833333333332 46.68833333333333),141.8583,46.6883,0.0,294.0,0.0,0,Not Defined,15,S-AIS,20211019000305,20211019000305,2021-10-19 00:03:05,2021-10-19 00:03:05,General Cargo Ship,,27,,2021-10-19T00:03:05,POINT (141.8583 46.6883),311.0,NEVELSK,RU,2021-10-19 00:03:05,Docked,,Docked,None
0,273435340,6132bdd1e7a3040842710263b1a4eafd,153,8926389.0,VICTOR,UBWR2,Cargo,70,,A,53,8,Russian Federation,273.0,KRABOZAVODSK,10201200,3.8,POINT (142.765 46.62166666666667),142.765,46.6217,0.0,142.0,0.0,0,Moored,5,S-AIS,20211019000745,20211019000745,2021-10-19 00:07:45,2021-10-19 00:07:45,,,27,,2021-10-19T00:07:45,POINT (142.765 46.6217),269.0,KORSAKOV,RU,2021-10-19 00:07:45,Docked,,Docked,None
0,273436790,5b514d2cf4e6663ad416c542463b12b8,153,8319184.0,PETERGOF,UIKZ,Cargo,70,,A,84,15,Russian Federation,273.0,RU KRABOZAVODSK,10150800,4.1,POINT (146.74666666666667 43.825),146.7467,43.825,0.0,0.0,0.0,0,Moored,5,S-AIS,20211019000211,20211019000211,2021-10-19 00:02:11,2021-10-19 00:02:11,General Cargo Ship,Refrigerated Cargo Ship,27,,2021-10-19T00:02:11,POINT (146.7467 43.825),355.0,KRABOZAVODSHOYE,JP,2021-10-19 00:02:11,Docked,,Docked,None
0,273436860,70781e57a242dc5de9da647f23247c65,153,8730106.0,SPOKOYNYY,UDNG,Cargo,70,,A,29,7,Russian Federation,273.0,"KHANASAKI,JAPAN",10182200,2.4,POINT (145.57666666666665 43.285),145.5767,43.285,0.0,0.0,0.0,0,Under Way Using Engine,0,S-AIS,20211019000112,20211019000112,2021-10-19 00:01:12,2021-10-19 00:01:12,Fishing Vessel,Fish Carrier,27,,2021-10-19T00:01:12,POINT (145.5767 43.285),133.0,HANASAKI,JP,2021-10-19 00:01:12,Docked,,Docked,None
0,273449000,4f3be56ec62e404f04fb304f8e2b9a28,153,8606276.0,SERGEY KUZNETSOV,UAXN,Cargo,70,,A,86,13,Russian Federation,273.0,NEVELSK,10162000,5.4,POINT (141.81835 46.6767),141.8184,46.6767,0.3,276.1,10.0441,214,Under Way Using Engine,0,S-AIS,20211019000245,20211019000245,2021-10-19 00:02:45,2021-10-19 00:02:45,General Cargo Ship,,1,,2021-10-19T00:02:45,POINT (141.8184 46.6767),311.0,NEVELSK,RU,2021-10-19 00:02:45,Docked,,Docked,None
0,273449180,ee1cdd9c12ec3a11e5197cf5c92830db,153,8627141.0,KHOKUTATSU MARU 1,UBDK,Fishing,30,,A,33,7,Russian Federation,273.0,KUSHIRO.JAPAN,5150830,4.0,POINT (146.74666666666667 43.82666666666667),146.7467,43.8267,0.0,0.0,0.0,0,Moored,5,S-AIS,20211019000333,20211019000333,2021-10-19 00:03:33,2021-10-19 00:03:33,,,27,,2021-10-19T00:03:33,POINT (146.7467 43.8267),355.0,KRABOZAVODSHOYE,JP,2021-10-19 00:03:33,Docked,,Docked,None
0,273450150,7f654bf0721779dadc1adf32ef6cea1f,153,7533795.0,BATURINO,UHWV,Fishing,30,,A,0,0,Russian Federation,273.0,RUPROMESEL,9260730,2.8,POINT (141.00833333333333 43.20333333333333),141.0083,43.2033,0.0,73.0,0.0,0,Engaged In Fishing,7,S-AIS,20211019000124,20211019000124,2021-10-19 00:01:24,2021-10-19 00:01:24,,,27,,2021-10-19T00:01:24,POINT (141.0083 43.2033),57.0,OTARU,JP,2021-10-19 00:01:24,Docked,,Docked,None
0,273453070,1bb49599169a089aee7113ecfee0918e,153,,SANKITI MARU 5,UEYP,Fishing,30,,A,28,4,Russian Federation,273.0,KORSAKOV,10151530,2.8,POINT (142.76666666666668 46.625),142.7667,46.625,0.0,0.0,0.0,0,Under Way Using Engine,0,S-AIS,20211019000635,20211019000635,2021-10-19 00:06:35,2021-10-19 00:06:35,,,27,,2021-10-19T00:06:35,POINT (142.7667 46.625),269.0,KORSAKOV,RU,2021-10-19 00:06:35,Docked,,Docked,None
0,273454650,9456361ca01a317842a0b872d343f211,153,8864658.0,DOMEYA,UBIS5,Fishing,30,,A,37,8,Russian Federation,273.0,KORSAKOV,10180200,2.7,POINT (142.76666666666668 46.625),142.7667,46.625,0.0,0.0,0.0,0,Moored,5,S-AIS,20211019000223,20211019000223,2021-10-19 00:02:23,2021-10-19 00:02:23,,,27,,2021-10-19T00:02:23,POINT (142.7667 46.625),269.0,KORSAKOV,RU,2021-10-19 00:02:23,Docked,,Docked,None
0,273820700,8c0d891fd264535d8e3b41fe48d6db4a,153,8860559.0,PRIMORYE,UHIO,Cargo,79,No Additional Information,A,85,14,Russian Federation,273.0,JP HAKODATE,10152300,4.1,POINT (140.72333333333333 41.78333333333333),140.7233,41.7833,0.0,328.0,0.0,0,Moored,5,S-AIS,20211019000018,20211019000018,2021-10-19 00:00:18,2021-10-19 00:00:18,Fishing Vessel,Fish Factory Ship,27,,2021-10-19T00:00:18,POINT (140.7233 41.7833),56.0,HAKODATE,JP,2021-10-19 00:00:18,Docked,,Docked,None
0,273851400,054c28d24736c949c84fda07c17179b0,153,8829177.0,SENITE,UETR,Cargo,70,,A,55,9,Russian Federation,273.0,IEZ,10080300,4.6,POINT (141.85333333333332 46.678333333333335),141.8533,46.6783,0.0,0.0,0.0,0,Moored,5,S-AIS,20211019000305,20211019000305,2021-10-19 00:03:05,2021-10-19 00:03:05,Fishing Vessel,Fish Carrier,27,,2021-10-19T00:03:05,POINT (141.8533 46.6783),311.0,NEVELSK,RU,2021-10-19 00:03:05,Docked,,Docked,None
0,273891800,8488b85f31b111326ba3c7ed1ea4d254,153,7524536.0,BATAYSK,UDND,Fishing,30,,A,33,7,Russian Federation,273.0,OME   __,10131000,2.8,POINT (142.76666666666668 46.625),142.7667,46.625,0.0,0.0,0.0,0,Moored,5,S-AIS,20211019000415,20211019000415,2021-10-19 00:04:15,2021-10-19 00:04:15,,,27,,2021-10-19T00:04:15,POINT (142.7667 46.625),269.0,KORSAKOV,RU,2021-10-19 00:04:15,Docked,,Docked,None
0,273894500,7f9f84716b67a051841db1156ccc02e6,153,8860509.0,NEPTUN 2,UBRI,Cargo,79,No Additional Information,A,32,7,Russian Federation,273.0,NAHODKA,8210631,2.0,POINT (141.85833333333332 46.68833333333333),141.8583,46.6883,0.0,0.0,0.0,0,Under Way Using Engine,0,S-AIS,20211019000245,20211019000245,2021-10-19 00:02:45,2021-10-19 00:02:45,Fishing Vessel,Fish Carrier,27,,2021-10-19T00:02:45,POINT (141.8583 46.6883),311.0,NEVELSK,RU,2021-10-19 00:02:45,Docked,,Docked,None
0,304094000,377fdb7f6343df66a347c207563d7813,114,9700392.0,BBC RUSSIA,V2GU8,Cargo,70,,A,147,23,Antigua and Barbuda,304.0,YAWATA,10190700,6.5,POINT (130.81402833333334 33.900848333333336),130.814,33.9008,8.9,234.4,0.0,234,Under Way Using Engine,0,T-AIS,20211019000012,20211019000012,2021-10-19 00:00:12,2021-10-19 00:00:12,,,1,,2021-10-19T00:00:12,POINT (130.814 33.9008),29.0,WAKAMATSU,JP,2021-10-19 00:00:12,2021-10-19 00:04:37,,0 days 00:04:25,None
0,306337000,86d133b810083e2b1485bc9cf367191d,114,8705668.0,CALA PICCOLA,PJBZ,Cargo,70,,A,137,22,Netherlands Antilles,306.0,PH DVO>JP TYO O,10172200,7.0,POINT (139.776205 35.58967),139.7762,35.5897,0.0,270.2,0.1786,234,Moored,5,T-AIS,20211019000213,20211019000213,2021-10-19 00:02:13,2021-10-19 00:02:13,General Cargo Ship,Refrigerated Cargo Ship,3,,2021-10-19T00:02:13,POINT (139.7762 35.5897),112.0,TOKYO,JP,2021-10-19 00:02:13,Docked,,Docked,None
0,308234000,41f43f2bd0e17b235a02df789d695dd8,114,9344186.0,MYRIAD,C6VG9,Cargo,73,"Carrying DG,HS or MP,IMO hazard or Pollutant Category Z",A,115,19,Azores,308.0,JP MIZ OFF,10190030,6.1,POINT (133.73688166666668 34.443866666666665),133.7369,34.4439,0.1,49.0,0.0,80,At Anchor,1,T-AIS,20211019000722,20211019000722,2021-10-19 00:07:22,2021-10-19 00:07:22,Container Ship,,1,,2021-10-19T00:07:22,POINT (133.7369 34.4439),93.0,MIZUSHIMA,JP,2021-10-19 00:07:22,Docked,,Docked,None
0,311000629,13cfdc89b475b02103c7be6010ae6f26,153,9796511.0,KUO LIN,C6DB5,Cargo,74,"Carrying DG,HS or MP,IMO hazard or Pollutant Category OS",A,170,28,Bahamas,311.0,JPTYO,10182130,9.0,POINT (139.75833333333333 35.62),139.7583,35.62,0.0,267.0,0.0,0,Moored,5,S-AIS,20211019000006,20211019000006,2021-10-19 00:00:06,2021-10-19 00:00:06,General Cargo Ship,,27,,2021-10-19T00:00:06,POINT (139.7583 35.62),112.0,TOKYO,JP,2021-10-19 00:00:06,Docked,,Docked,None
0,311000663,dee1b1d024bc183ede5d0e6065b16b6f,114,9801263.0,AFRICAN TOUCAN,C6DF9,Cargo,70,,A,180,30,Bahamas,311.0,OITA BERTH NO.E4,10182200,6.0,POINT (131.664975 33.26358833333333),131.665,33.2636,0.0,18.8,0.0,341,Moored,5,T-AIS,20211019000243,20211019000243,2021-10-19 00:02:43,2021-10-19 00:02:43,,,3,,2021-10-19T00:02:43,POINT (131.665 33.2636),135.0,OITA,JP,2021-10-19 00:02:43,Docked,,Docked,None
0,311000725,9427851b49459f91264c94b475cfded5,153,9808039.0,EPONYMA,C6DN4,Cargo,70,,A,142,23,Bahamas,311.0,JP HIC,10181000,8.2,POINT (140.62166666666667 36.43),140.6217,36.43,0.0,272.0,0.0,0,Moored,5,S-AIS,20211019000037,20211019000037,2021-10-19 00:00:37,2021-10-19 00:00:37,,,27,,2021-10-19T00:00:37,POINT (140.6217 36.43),149.0,HITACHI,JP,2021-10-19 00:00:37,Docked,,Docked,None
0,311655000,72ae51ffa5c5fb556367fd6c3119370f,114,9296456.0,MARVEL,C6TI4,Cargo,71,"Carrying DG,HS or MP,IMO hazard or Pollutant Category X",A,115,18,Bahamas,311.0,JP_HIJ,10182000,7.1,POINT (132.42424833333334 34.32179166666667),132.4242,34.3218,0.0,152.6,0.0,56,At Anchor,1,T-AIS,20211019000122,20211019000122,2021-10-19 00:01:22,2021-10-19 00:01:22,Container Ship,,3,,2021-10-19T00:01:22,POINT (132.4242 34.3218),7.0,HIROSHIMA,JP,2021-10-19 00:01:22,Docked,,Docked,None
0,312006000,c40b41eb8c5f3216d50dea32c710e091,114,9332092.0,HELLEN,V3YR3,Cargo,70,,A,80,13,Belize,312.0,JP FNB,10160900,3.4,POINT (139.97645166666666 35.67619666666667),139.9765,35.6762,0.0,5.3,0.0,281,Moored,5,T-AIS,20211019000129,20211019000129,2021-10-19 00:01:29,2021-10-19 00:01:29,Bulk Carrier,,3,,2021-10-19T00:01:29,POINT (139.9765 35.6762),151.0,KATSUNAN,JP,2021-10-19 00:01:29,Docked,,Docked,None
0,312015000,fb2a927dfc88cd0e5e2aad4f7454babb,153,8805078.0,YIN YUAN,V3WB5,Cargo,70,,A,79,13,Belize,312.0,JP NAO OFF,10161300,3.1,POINT (138.2567 37.19),138.2567,37.19,0.1,153.8,0.0,318,Moored,5,S-AIS,20211019000015,20211019000015,2021-10-19 00:00:15,2021-10-19 00:00:15,General Cargo Ship,,3,,2021-10-19T00:00:15,POINT (138.2567 37.19),49.0,NAOETSU,JP,2021-10-19 00:00:15,Docked,,Docked,None
0,312239000,333ca12579dc6ff9da47f87628abbca3,114,9895147.0,HONG YANG 19,V3HT,Cargo,70,,A,98,16,Belize,312.0,JP MIZ  FT,10182200,5.7,POINT (133.667175 34.469228333333334),133.6672,34.4692,0.0,161.6,0.0,41,Moored,5,T-AIS,20211019000050,20211019000050,2021-10-19 00:00:50,2021-10-19 00:00:50,,,3,,2021-10-19T00:00:50,POINT (133.6672 34.4692),93.0,MIZUSHIMA,JP,2021-10-19 00:00:50,Docked,,Docked,None
0,312244000,d94b403134595bc9d0af527c27b581bd,114,9350331.0,CHANG SHAN,V3ZD7,Cargo,70,,A,79,14,Belize,312.0,KR KPO WM,10220900,5.4,POINT (136.86789833333333 35.079483333333336),136.8679,35.0795,0.0,336.9,0.0,25,Moored,5,T-AIS,20211019000219,20211019000219,2021-10-19 00:02:19,2021-10-19 00:02:19,Bulk Carrier,,3,,2021-10-19T00:02:19,POINT (136.8679 35.0795),82.0,NAGOYA,JP,2021-10-19 00:02:19,Docked,,Docked,None
0,312282000,6e73ae0874bb179f1ba9d48644956fd8,114,9363211.0,GUANG XING,V3CG3,Cargo,70,,A,80,14,Belize,312.0,JP SKD OFF,10170500,3.8,POINT (133.85090666666667 34.327391666666664),133.8509,34.3274,0.0,270.0,0.0,176,Moored,5,T-AIS,20211019000544,20211019000544,2021-10-19 00:05:44,2021-10-19 00:05:44,Bulk Carrier,,1,,2021-10-19T00:05:44,POINT (133.8509 34.3274),101.0,SAKAIDE,JP,2021-10-19 00:05:44,Docked,,Docked,None
0,312367000,3e03f97a15f56acb19ebc7ce45070cf9,114,9522439.0,SEVEN STAR,V3DV2,Cargo,70,,A,95,14,Belize,312.0,JP/HHR,10160600,4.2,POINT (134.84770166666667 34.71207166666667),134.8477,34.7121,0.0,19.0,0.0,198,Moored,5,T-AIS,20211019000609,20211019000609,2021-10-19 00:06:09,2021-10-19 00:06:09,Bulk Carrier,,1,,2021-10-19T00:06:09,POINT (134.8477 34.7121),165.0,HIGASHI-HARIMA,JP,2021-10-19 00:06:09,Docked,,Docked,None
0,312381000,17d583dc2c6869f30d6463b4cb875bf3,114,9546265.0,TIAN PENG,V3UL8,Cargo,70,,A,98,15,Belize,312.0,JP NAT,10190700,4.1,POINT (131.24839 33.610413333333334),131.2484,33.6104,0.0,224.3,0.0,129,Moored,5,T-AIS,20211019000254,20211019000254,2021-10-19 00:02:54,2021-10-19 00:02:54,General Cargo Ship,,3,,2021-10-19T00:02:54,POINT (131.2484 33.6104),215.0,NAKATSU HARBOR,JP,2021-10-19 00:02:54,Docked,,Docked,None
0,312400000,5a48fa8cc73c46c23f43e34a0bb8a275,114,9088782.0,YUN QIAN 1,V3VD7,Cargo,70,,A,76,12,Belize,312.0,JP SKM,10171400,3.4,POINT (134.655335 34.77506666666667),134.6553,34.7751,0.0,318.0,0.0,0,Moored,5,T-AIS,20211019000244,20211019000244,2021-10-19 00:02:44,2021-10-19 00:02:44,General Cargo Ship,,1,,2021-10-19T00:02:44,POINT (134.6553 34.7751),108.0,SHIKAMA,JP,2021-10-19 00:02:44,Docked,,Docked,None
0,312438000,3662debea0c153a76c106883bbe05099,114,9135195.0,ZHEN XIN,V3HZ3,Cargo,70,,A,72,12,Belize,312.0,>JP MIZ OFF/EA,10190900,3.6,POINT (133.76135666666667 34.44012333333333),133.7614,34.4401,6.7,55.1,0.0,55,Under Way Using Engine,0,T-AIS,20211019000049,20211019000049,2021-10-19 00:00:49,2021-10-19 00:00:49,,,3,,2021-10-19T00:00:49,POINT (133.7614 34.4401),93.0,MIZUSHIMA,JP,2021-10-19 00:00:49,Docked,,Docked,None
